TEMPORADA,DIVISIÓN,JORNADA,LOCAL,VISITANTE,RESULTADO
2012-2013,2,3,Alcorcón       ,Hércules       ,1-0
2012-2013,2,3,Elche          ,Las Palmas     ,3-1
2012-2013,2,3,Lugo           ,Córdoba        ,1-1
2012-2013,2,3,Rac. Santander ,Sporting Gijón ,0-0
2012-2013,2,3,Murcia         ,Huesca         ,2-1
2012-2013,2,3,Numancia       ,Rec. Huelva    ,0-0
2012-2013,2,3,Xerez          ,Mirandés       ,0-4
2012-2013,2,4,Real Madrid B  ,Xerez          ,3-2
2012-2013,2,4,Sabadell       ,Almería        ,3-0
2012-2013,2,4,Guadalajara    ,Barcelona B    ,0-1
2012-2013,2,4,Ponferradina   ,Villarreal     ,0-1
2012-2013,2,4,Hércules       ,Girona         ,2-1
2012-2013,2,4,Las Palmas     ,Alcorcón       ,1-3
2012-2013,2,4,Córdoba        ,Elche          ,0-1
2012-2013,2,4,Sporting Gijón ,Lugo           ,1-1
2012-2013,2,4,Huesca         ,Rac. Santander ,1-1
2012-2013,2,4,Rec. Huelva    ,Murcia         ,3-2
2012-2013,2,4,Mirandés       ,Numancia       ,0-0
2012-2013,2,5,Real Madrid B  ,Sabadell       ,2-3
2012-2013,2,5,Almería        ,Guadalajara    ,4-0
2012-2013,2,5,Barcelona B    ,Ponferradina   ,2-1
2012-2013,2,5,Villarreal     ,Hércules       ,1-0
2012-2013,2,5,Girona         ,Las Palmas     ,5-0
2012-2013,2,5,Alcorcón       ,Córdoba        ,2-1
2012-2013,2,5,Elche          ,Sporting Gijón ,2-1
2012-2013,2,5,Lugo           ,Huesca         ,2-4
2012-2013,2,5,Rac. Santander ,Rec. Huelva    ,3-0
2012-2013,2,5,Murcia         ,Mirandés       ,2-2
2012-2013,2,5,Xerez          ,Numancia       ,2-0
2012-2013,2,6,Sabadell       ,Xerez          ,3-0
2012-2013,2,6,Guadalajara    ,Real Madrid B  ,3-4
2012-2013,2,6,Ponferradina   ,Almería        ,2-2
2012-2013,2,6,Hércules       ,Barcelona B    ,0-3
2012-2013,2,6,Las Palmas     ,Villarreal     ,2-2
2012-2013,2,6,Córdoba        ,Girona         ,2-0
2012-2013,2,6,Sporting Gijón ,Alcorcón       ,2-1
2012-2013,2,6,Huesca         ,Elche          ,0-0
2012-2013,2,6,Rec. Huelva    ,Lugo           ,3-0
2012-2013,2,6,Mirandés       ,Rac. Santander ,0-1
2012-2013,2,6,Numancia       ,Murcia         ,1-0
2012-2013,2,7,Sabadell       ,Guadalajara    ,2-1
2012-2013,2,7,Real Madrid B  ,Ponferradina   ,1-2
2012-2013,2,7,Almería        ,Hércules       ,0-0
2012-2013,2,7,Barcelona B    ,Las Palmas     ,1-1
2012-2013,2,7,Villarreal     ,Córdoba        ,2-0
2012-2013,2,7,Girona         ,Sporting Gijón ,3-1
2012-2013,2,7,Alcorcón       ,Huesca         ,1-0
2012-2013,2,7,Elche          ,Rec. Huelva    ,3-0
2012-2013,2,7,Lugo           ,Mirandés       ,2-0
2012-2013,2,7,Rac. Santander ,Numancia       ,1-1
2012-2013,2,7,Xerez          ,Murcia         ,0-3
2012-2013,2,8,Guadalajara    ,Xerez          ,1-1
2012-2013,2,8,Ponferradina   ,Sabadell       ,3-1
2012-2013,2,8,Hércules       ,Real Madrid B  ,2-4
2012-2013,2,8,Las Palmas     ,Almería        ,1-2
2012-2013,2,8,Córdoba        ,Barcelona B    ,2-1
2012-2013,2,8,Sporting Gijón ,Villarreal     ,2-0
2012-2013,2,8,Huesca         ,Girona         ,0-0
2012-2013,2,8,Rec. Huelva    ,Alcorcón       ,4-2
2012-2013,2,8,Mirandés       ,Elche          ,1-2
2012-2013,2,8,Numancia       ,Lugo           ,3-0
2012-2013,2,8,Murcia         ,Rac. Santander ,1-0
2012-2013,2,9,Guadalajara    ,Ponferradina   ,2-0
2012-2013,2,9,Sabadell       ,Hércules       ,1-2
2012-2013,2,9,Real Madrid B  ,Las Palmas     ,3-2
2012-2013,2,9,Almería        ,Córdoba        ,3-0
2012-2013,2,9,Barcelona B    ,Sporting Gijón ,3-0
2012-2013,2,9,Villarreal     ,Huesca         ,1-1
2012-2013,2,9,Girona         ,Rec. Huelva    ,5-2
2012-2013,2,9,Alcorcón       ,Mirandés       ,4-0
2012-2013,2,9,Elche          ,Numancia       ,4-0
2012-2013,2,9,Lugo           ,Murcia         ,2-1
2012-2013,2,9,Xerez          ,Rac. Santander ,1-1
2012-2013,2,0,Ponferradina   ,Xerez          ,0-1
2012-2013,2,0,Hércules       ,Guadalajara    ,0-0
2012-2013,2,0,Las Palmas     ,Sabadell       ,1-0
2012-2013,2,0,Córdoba        ,Real Madrid B  ,1-0
2012-2013,2,0,Sporting Gijón ,Almería        ,2-1
2012-2013,2,0,Huesca         ,Barcelona B    ,1-4
2012-2013,2,0,Rec. Huelva    ,Villarreal     ,2-0
2012-2013,2,0,Mirandés       ,Girona         ,1-1
2012-2013,2,0,Numancia       ,Alcorcón       ,0-1
2012-2013,2,0,Murcia         ,Elche          ,1-0
2012-2013,2,0,Rac. Santander ,Lugo           ,0-0
2012-2013,2,1,Ponferradina   ,Hércules       ,1-0
2012-2013,2,1,Guadalajara    ,Las Palmas     ,2-3
2012-2013,2,1,Sabadell       ,Córdoba        ,1-1
2012-2013,2,1,Real Madrid B  ,Sporting Gijón ,2-4
2012-2013,2,1,Almería        ,Huesca         ,1-0
2012-2013,2,1,Barcelona B    ,Rec. Huelva    ,2-3
2012-2013,2,1,Villarreal     ,Mirandés       ,2-0
2012-2013,2,1,Girona         ,Numancia       ,3-1
2012-2013,2,1,Alcorcón       ,Murcia         ,1-0
2012-2013,2,1,Elche          ,Rac. Santander ,1-0
2012-2013,2,1,Xerez          ,Lugo           ,1-0
2012-2013,2,2,Hércules       ,Xerez          ,1-5
2012-2013,2,2,Las Palmas     ,Ponferradina   ,1-0
2012-2013,2,2,Córdoba        ,Guadalajara    ,1-0
2012-2013,2,2,Sporting Gijón ,Sabadell       ,0-0
2012-2013,2,2,Huesca         ,Real Madrid B  ,2-2
2012-2013,2,2,Rec. Huelva    ,Almería        ,0-2
2012-2013,2,2,Mirandés       ,Barcelona B    ,3-0
2012-2013,2,2,Numancia       ,Villarreal     ,1-1
2012-2013,2,2,Murcia         ,Girona         ,0-1
2012-2013,2,2,Rac. Santander ,Alcorcón       ,2-1
2012-2013,2,2,Lugo           ,Elche          ,1-0
2012-2013,2,3,Hércules       ,Las Palmas     ,0-2
2012-2013,2,3,Ponferradina   ,Córdoba        ,3-5
2012-2013,2,3,Guadalajara    ,Sporting Gijón ,2-1
2012-2013,2,3,Sabadell       ,Huesca         ,1-0
2012-2013,2,3,Real Madrid B  ,Rec. Huelva    ,0-1
2012-2013,2,3,Almería        ,Mirandés       ,0-0
2012-2013,2,3,Barcelona B    ,Numancia       ,3-3
2012-2013,2,3,Villarreal     ,Murcia         ,1-1
2012-2013,2,3,Girona         ,Rac. Santander ,1-0
2012-2013,2,3,Alcorcón       ,Lugo           ,2-1
2012-2013,2,3,Xerez          ,Elche          ,0-0
2012-2013,2,4,Las Palmas     ,Xerez          ,1-1
2012-2013,2,4,Córdoba        ,Hércules       ,1-2
2012-2013,2,4,Sporting Gijón ,Ponferradina   ,2-3
2012-2013,2,4,Huesca         ,Guadalajara    ,2-1
2012-2013,2,4,Rec. Huelva    ,Sabadell       ,2-5
2012-2013,2,4,Mirandés       ,Real Madrid B  ,0-0
2012-2013,2,4,Numancia       ,Almería        ,0-0
2012-2013,2,4,Murcia         ,Barcelona B    ,1-0
2012-2013,2,4,Rac. Santander ,Villarreal     ,0-3
2012-2013,2,4,Lugo           ,Girona         ,1-2
2012-2013,2,4,Elche          ,Alcorcón       ,1-0
2012-2013,2,5,Las Palmas     ,Córdoba        ,3-0
2012-2013,2,5,Hércules       ,Sporting Gijón ,1-1
2012-2013,2,5,Ponferradina   ,Huesca         ,2-1
2012-2013,2,5,Guadalajara    ,Rec. Huelva    ,1-0
2012-2013,2,5,Sabadell       ,Mirandés       ,1-1
2012-2013,2,5,Real Madrid B  ,Numancia       ,2-4
2012-2013,2,5,Almería        ,Murcia         ,3-2
2012-2013,2,5,Barcelona B    ,Rac. Santander ,4-1
2012-2013,2,5,Villarreal     ,Lugo           ,1-1
2012-2013,2,5,Girona         ,Elche          ,0-1
2012-2013,2,5,Xerez          ,Alcorcón       ,2-4
2012-2013,2,6,Córdoba        ,Xerez          ,0-0
2012-2013,2,6,Sporting Gijón ,Las Palmas     ,1-1
2012-2013,2,6,Huesca         ,Hércules       ,1-1
2012-2013,2,6,Rec. Huelva    ,Ponferradina   ,0-2
2012-2013,2,6,Mirandés       ,Guadalajara    ,0-0
2012-2013,2,6,Numancia       ,Sabadell       ,2-1
2012-2013,2,6,Murcia         ,Real Madrid B  ,0-0
2012-2013,2,6,Rac. Santander ,Almería        ,3-4
2012-2013,2,6,Lugo           ,Barcelona B    ,1-2
2012-2013,2,6,Elche          ,Villarreal     ,1-0
2012-2013,2,6,Alcorcón       ,Girona         ,4-1
2012-2013,2,7,Córdoba        ,Sporting Gijón ,1-1
2012-2013,2,7,Las Palmas     ,Huesca         ,4-0
2012-2013,2,7,Hércules       ,Rec. Huelva    ,1-1
2012-2013,2,7,Ponferradina   ,Mirandés       ,3-1
2012-2013,2,7,Guadalajara    ,Numancia       ,5-1
2012-2013,2,7,Sabadell       ,Murcia         ,2-2
2012-2013,2,7,Real Madrid B  ,Rac. Santander ,4-0
2012-2013,2,7,Almería        ,Lugo           ,0-1
2012-2013,2,7,Barcelona B    ,Elche          ,1-1
2012-2013,2,7,Villarreal     ,Alcorcón       ,4-0
2012-2013,2,7,Xerez          ,Girona         ,0-2
2012-2013,2,8,Sporting Gijón ,Xerez          ,3-0
2012-2013,2,8,Huesca         ,Córdoba        ,1-3
2012-2013,2,8,Rec. Huelva    ,Las Palmas     ,0-0
2012-2013,2,8,Mirandés       ,Hércules       ,3-2
2012-2013,2,8,Numancia       ,Ponferradina   ,0-1
2012-2013,2,8,Murcia         ,Guadalajara    ,0-1
2012-2013,2,8,Rac. Santander ,Sabadell       ,0-1
2012-2013,2,8,Lugo           ,Real Madrid B  ,3-2
2012-2013,2,8,Elche          ,Almería        ,1-0
2012-2013,2,8,Alcorcón       ,Barcelona B    ,1-1
2012-2013,2,8,Girona         ,Villarreal     ,2-0
2012-2013,2,9,Sporting Gijón ,Huesca         ,1-0
2012-2013,2,9,Córdoba        ,Rec. Huelva    ,0-2
2012-2013,2,9,Las Palmas     ,Mirandés       ,2-0
2012-2013,2,9,Hércules       ,Numancia       ,1-3
2012-2013,2,9,Ponferradina   ,Murcia         ,1-0
2012-2013,2,9,Guadalajara    ,Rac. Santander ,1-1
2012-2013,2,9,Sabadell       ,Lugo           ,0-1
2012-2013,2,9,Real Madrid B  ,Elche          ,0-1
2012-2013,2,9,Almería        ,Alcorcón       ,0-1
2012-2013,2,9,Barcelona B    ,Girona         ,4-4
2012-2013,2,9,Xerez          ,Villarreal     ,0-0
2012-2013,2,0,Xerez          ,Huesca         ,1-1
2012-2013,2,0,Rec. Huelva    ,Sporting Gijón ,1-1
2012-2013,2,0,Mirandés       ,Córdoba        ,0-0
2012-2013,2,0,Numancia       ,Las Palmas     ,3-0
2012-2013,2,0,Murcia         ,Hércules       ,2-1
2012-2013,2,0,Rac. Santander ,Ponferradina   ,2-1
2012-2013,2,0,Lugo           ,Guadalajara    ,0-0
2012-2013,2,0,Elche          ,Sabadell       ,3-2
2012-2013,2,0,Alcorcón       ,Real Madrid B  ,3-2
2012-2013,2,0,Girona         ,Almería        ,0-1
2012-2013,2,0,Villarreal     ,Barcelona B    ,1-3
2012-2013,2,1,Huesca         ,Rec. Huelva    ,3-1
2012-2013,2,1,Sporting Gijón ,Mirandés       ,1-1
2012-2013,2,1,Córdoba        ,Numancia       ,1-0
2012-2013,2,1,Las Palmas     ,Murcia         ,3-2
2012-2013,2,1,Hércules       ,Rac. Santander ,2-0
2012-2013,2,1,Ponferradina   ,Lugo           ,0-1
2012-2013,2,1,Guadalajara    ,Elche          ,0-0
2012-2013,2,1,Sabadell       ,Alcorcón       ,2-0
2012-2013,2,1,Real Madrid B  ,Girona         ,0-0
2012-2013,2,1,Almería        ,Villarreal     ,1-1
2012-2013,2,1,Barcelona B    ,Xerez          ,4-2
2012-2013,2,2,Almería        ,Barcelona B    ,2-2
2012-2013,2,2,Real Madrid B  ,Villarreal     ,5-0
2012-2013,2,2,Sabadell       ,Girona         ,4-1
2012-2013,2,2,Guadalajara    ,Alcorcón       ,3-0
2012-2013,2,2,Ponferradina   ,Elche          ,1-1
2012-2013,2,2,Hércules       ,Lugo           ,3-0
2012-2013,2,2,Las Palmas     ,Rac. Santander ,1-0
2012-2013,2,2,Córdoba        ,Murcia         ,5-0
2012-2013,2,2,Sporting Gijón ,Numancia       ,1-1
2012-2013,2,2,Huesca         ,Mirandés       ,0-1
2012-2013,2,2,Rec. Huelva    ,Xerez          ,2-0
2012-2013,2,3,Xerez          ,Almería        ,0-2
2012-2013,2,3,Barcelona B    ,Real Madrid B  ,3-1
2012-2013,2,3,Villarreal     ,Sabadell       ,3-0
2012-2013,2,3,Girona         ,Guadalajara    ,2-0
2012-2013,2,3,Alcorcón       ,Ponferradina   ,1-0
2012-2013,2,3,Elche          ,Hércules       ,2-0
2012-2013,2,3,Lugo           ,Las Palmas     ,3-1
2012-2013,2,3,Rac. Santander ,Córdoba        ,1-3
2012-2013,2,3,Murcia         ,Sporting Gijón ,1-1
2012-2013,2,3,Numancia       ,Huesca         ,1-2
2012-2013,2,3,Mirandés       ,Rec. Huelva    ,2-1
2012-2013,2,4,Real Madrid B  ,Almería        ,2-1
2012-2013,2,4,Sabadell       ,Barcelona B    ,3-2
2012-2013,2,4,Guadalajara    ,Villarreal     ,0-0
2012-2013,2,4,Ponferradina   ,Girona         ,2-0
2012-2013,2,4,Hércules       ,Alcorcón       ,3-0
2012-2013,2,4,Las Palmas     ,Elche          ,0-0
2012-2013,2,4,Córdoba        ,Lugo           ,1-0
2012-2013,2,4,Sporting Gijón ,Rac. Santander ,1-2
2012-2013,2,4,Huesca         ,Murcia         ,2-0
2012-2013,2,4,Rec. Huelva    ,Numancia       ,2-0
2012-2013,2,4,Mirandés       ,Xerez          ,1-0
2012-2013,2,5,Xerez          ,Real Madrid B  ,0-1
2012-2013,2,5,Almería        ,Sabadell       ,5-1
2012-2013,2,5,Barcelona B    ,Guadalajara    ,0-1
2012-2013,2,5,Villarreal     ,Ponferradina   ,3-0
2012-2013,2,5,Girona         ,Hércules       ,1-1
2012-2013,2,5,Alcorcón       ,Las Palmas     ,3-1
2012-2013,2,5,Elche          ,Córdoba        ,0-0
2012-2013,2,5,Lugo           ,Sporting Gijón ,1-2
2012-2013,2,5,Rac. Santander ,Huesca         ,1-0
2012-2013,2,5,Murcia         ,Rec. Huelva    ,1-2
2012-2013,2,5,Numancia       ,Mirandés       ,0-0
2012-2013,2,6,Sabadell       ,Real Madrid B  ,3-1
2012-2013,2,6,Guadalajara    ,Almería        ,2-2
2012-2013,2,6,Ponferradina   ,Barcelona B    ,3-2
2012-2013,2,6,Hércules       ,Villarreal     ,1-1
2012-2013,2,6,Las Palmas     ,Girona         ,5-2
2012-2013,2,6,Córdoba        ,Alcorcón       ,1-1
2012-2013,2,6,Sporting Gijón ,Elche          ,0-2
2012-2013,2,6,Huesca         ,Lugo           ,3-0
2012-2013,2,6,Rec. Huelva    ,Rac. Santander ,1-0
2012-2013,2,6,Mirandés       ,Murcia         ,0-1
2012-2013,2,6,Numancia       ,Xerez          ,3-0
2012-2013,2,7,Xerez          ,Sabadell       ,0-1
2012-2013,2,7,Real Madrid B  ,Guadalajara    ,2-1
2012-2013,2,7,Almería        ,Ponferradina   ,4-1
2012-2013,2,7,Barcelona B    ,Hércules       ,1-0
2012-2013,2,7,Villarreal     ,Las Palmas     ,1-1
2012-2013,2,7,Girona         ,Córdoba        ,2-0
2012-2013,2,7,Alcorcón       ,Sporting Gijón ,0-1
2012-2013,2,7,Elche          ,Huesca         ,3-1
2012-2013,2,7,Lugo           ,Rec. Huelva    ,2-0
2012-2013,2,7,Rac. Santander ,Mirandés       ,2-0
2012-2013,2,7,Murcia         ,Numancia       ,0-0
2012-2013,2,8,Guadalajara    ,Sabadell       ,1-1
2012-2013,2,8,Ponferradina   ,Real Madrid B  ,2-0
2012-2013,2,8,Hércules       ,Almería        ,0-2
2012-2013,2,8,Las Palmas     ,Barcelona B    ,3-3
2012-2013,2,8,Córdoba        ,Villarreal     ,0-2
2012-2013,2,8,Sporting Gijón ,Girona         ,4-0
2012-2013,2,8,Huesca         ,Alcorcón       ,0-1
2012-2013,2,8,Rec. Huelva    ,Elche          ,1-2
